estacion,date,tmax,tmin,rhum,esol,x,y,modif
49-FED_AGUAZUL_EL_PALMAR,2018-08-15,30.61,20.72,89.12,546.1899509,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-08-16,31.83,19.83,87.33,459.7637026,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-08-17,28.72,22.0,90.5,415.1472869,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-08-18,29.44,22.28,90.32,368.6116637,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-08-19,31.39,21.33,88.08,524.8516651,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-08-20,29.39,21.06,92.21,301.5425837,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-08-21,30.22,21.17,87.77,557.8702891,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-08-22,30.78,22.5,87.38,545.4057586,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-08-23,27.83,22.11,91.79,346.9431917,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-08-24,32.39,22.17,86.33,601.9914254,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-08-25,29.44,22.44,91.83,302.9252386,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-08-26,30.17,21.78,90.0,418.4904226,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-08-27,29.17,20.61,90.21,328.9067683,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-08-28,27.67,22.11,91.83,288.3144974,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-08-29,29.89,22.17,88.54,473.7759811,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-08-30,33.11,22.33,86.46,531.0426571,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-08-31,30.0,22.33,90.0,458.649324,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-01-09,32.0,21.44,85.5,561.5642477,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-02-09,29.39,22.83,90.83,397.5029597,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-03-09,29.06,22.33,91.25,392.6946226,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-04-09,28.11,21.94,90.75,420.6366331,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-05-09,30.28,22.78,88.83,521.7561691,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-06-09,28.83,23.06,90.92,279.110556,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-07-09,29.67,23.11,89.21,384.4399666,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-08-09,31.61,23.11,87.42,553.9286909,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-09-09,31.83,21.56,88.83,403.6939517,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-10-09,31.5,22.78,88.5,391.8485203,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-11-09,31.44,22.67,91.33,347.8099306,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-12-09,31.39,22.22,89.67,500.5210666,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-09-13,31.0,22.89,90.04,434.2361789,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-09-14,32.39,21.83,88.96,439.6429786,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-09-15,29.22,21.56,92.0,179.1879451,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-09-16,32.83,21.06,85.17,567.1567771,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-09-17,30.83,21.06,89.71,367.4972851,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-09-18,31.67,22.39,86.29,578.4243826,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-09-19,32.17,17.5,82.42,153.0619589,-72.5013,5.1399,NO
49-FED_AGUAZUL_EL_PALMAR,2018-09-20,29.58673647,22.47673647,90.6744451,354.4185667,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-09-21,30.61558113,22.39558113,89.4341037,372.1487167,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-09-22,31.84511451,22.17511451,85.98166926,464.3021371,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-09-23,31.202718,22.922718,85.45656003,423.3823767,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-09-24,30.44089263,24.27089263,89.39227539,325.6633664,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-09-25,31.35838815,21.24838815,81.9799566,422.4333753,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-09-26,31.45694376,22.50694376,86.18024086,454.8963102,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-09-27,30.31437231,21.31437231,87.98466456,442.6032901,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-09-28,31.91800164,21.19800164,82.53326372,487.7397001,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-09-29,32.11210427,22.44210427,84.93536323,457.8513055,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-09-30,31.2325088,21.3525088,84.22657777,429.1020966,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-01-10,30.42633145,21.81633145,82.66456394,389.3301078,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-02-10,30.29559612,21.62559612,87.64334809,395.3664645,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-03-10,28.45083749,20.39083749,92.28881051,264.8393691,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-04-10,31.59274125,22.37274125,87.18603844,443.484814,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-05-10,30.54443457,21.32443457,88.21365407,427.7010382,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-06-10,33.32614184,22.76614184,80.40974366,450.7532514,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-07-10,30.4874876,23.0474876,88.30481917,385.648097,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-08-10,31.40951347,20.40951347,80.78448352,460.2492766,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-09-10,31.57227032,22.35227032,87.90421862,413.0257725,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-10,32.85791028,17.44,77.0,497.6382191,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-10,31.1267594,22.6267594,89.19468967,380.688944,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-10,33.97735167,23.09735167,79.8315424,488.1935894,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-13,31.0357675,22.6957675,88.97113026,364.0661485,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-14,32.94742776,23.72742776,83.6986866,476.1745026,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-15,30.90107335,21.51107335,88.02524594,459.1032668,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-16,31.8695972,21.1495972,82.17303605,504.9551108,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-17,32.22968537,22.11968537,85.0461785,499.1502218,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-18,31.02396199,21.86396199,85.95185487,448.9365058,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-19,30.0945291,23.3645291,88.15900201,366.209624,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-20,30.36948456,23.36948456,86.73269618,347.5143371,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-21,29.25538364,25.14538364,72.32523745,318.6077092,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-22,31.84151555,22.28151555,84.16044155,460.6967593,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-23,32.08390835,23.53390835,86.71908545,436.0246463,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-24,30.92840991,22.86840991,87.42176778,421.2079203,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-25,33.33982185,24.17982185,83.78117153,443.51723,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-26,31.45795781,24.17795781,82.93532563,398.8878792,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-27,31.57098789,23.51098789,87.25570358,412.5560091,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-28,33.1448851,22.0948851,81.63448223,492.640674,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-29,33.45447679,23.51447679,82.94417994,468.3786886,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-30,31.251076,22.581076,87.44551467,419.8328998,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-31,31.8144331,23.1544331,83.3771077,428.0911339,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-01-11,32.28910968,22.55910968,84.2712769,484.4198995,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-02-11,33.25333641,23.25333641,78.52535531,422.2233327,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-03-11,32.81990876,22.36990876,82.31173147,491.1064536,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-04-11,32.24963141,22.19963141,79.88760893,472.6157757,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-05-11,32.28005469,22.28005469,83.80981601,503.8445063,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-06-11,31.76292014,22.76292014,84.5782371,441.8127948,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-07-11,31.9007588,22.9507588,84.27960166,451.1690105,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-08-11,31.06990447,22.78990447,88.63689817,400.8315119,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-09-11,31.72417113,22.83417113,87.80374462,401.1436487,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-11,32.76854423,22.98854423,85.12312383,498.1201888,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-11,32.122784,23.732784,86.14493427,383.2819394,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-11,30.54382698,22.93382698,87.60364517,401.3283697,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-13,31.30280526,23.30280526,87.55214062,392.0957669,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-14,32.12732915,22.90732915,85.12865177,472.4440757,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-15,31.66301245,23.83301245,85.96222721,397.1109939,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-16,34.01534266,24.12534266,78.01145487,438.1242081,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-17,31.73577665,22.62577665,86.88763598,402.7714315,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-18,30.97543439,22.91543439,86.60849026,420.3934859,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-19,32.38662112,22.33662112,82.31410582,461.642082,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-20,31.59625163,23.76625163,86.07669794,407.0498757,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-21,31.85022266,22.68022266,84.15211711,455.897822,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-22,29.98334913,22.48334913,90.66807889,365.2037346,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-23,30.7001313,22.9201313,88.19282567,384.4653615,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-24,30.43761904,22.65761904,87.72021912,412.5253455,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-25,31.46367821,21.74367821,85.07539686,489.3754779,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-26,31.73507032,21.73507032,83.42235554,458.8832541,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-27,31.46907477,21.68907477,86.82398133,456.1993446,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-28,31.58009676,21.53009676,86.81839318,452.7159391,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-29,31.41199533,22.85199533,87.42644143,439.4744835,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-30,32.09865938,22.09865938,86.82479102,417.2799952,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-01-12,32.30021577,21.91021577,80.39292996,445.6637533,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-02-12,30.29434317,22.01434317,88.24603136,414.7268453,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-03-12,32.93610456,22.37610456,83.68362769,499.2758571,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-04-12,32.87381587,22.15381587,78.42785354,450.0445092,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-05-12,34.01810748,21.06810748,72.70811499,509.8359945,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-06-12,30.37906256,22.15906256,90.13809923,382.150703,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-07-12,32.08770149,21.58770149,83.34741599,455.0477114,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-08-12,32.23055423,22.23055423,86.12042807,482.2262189,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-09-12,30.90092034,23.62092034,88.5229748,383.2212642,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-10-12,30.35265997,21.85265997,88.82179886,396.0443934,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-11-12,30.13733984,21.63733984,87.91535212,367.8423508,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-12,31.68563108,21.84563108,85.39242039,467.4674899,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-13,30.53051408,22.03051408,88.22254814,389.4470894,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-14,29.20554877,23.03554877,90.27729474,303.1217558,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-15,30.96918093,21.35918093,87.20152907,444.9260363,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-16,30.92949833,22.53949833,86.87613955,430.5607458,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-17,31.03036627,22.26036627,87.82119437,397.692387,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-18,31.26397809,23.37397809,87.48011659,379.3152476,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-19,30.61172769,20.50172769,84.39267618,432.3906159,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-20,30.55933039,22.66933039,87.00389715,401.4300592,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-21,31.94880106,22.50880106,85.79972323,480.7314841,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-22,31.00886081,20.77886081,86.47270264,466.3581872,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-23,31.66549279,22.21549279,86.17983248,473.0289378,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-24,30.39943043,22.94943043,88.19545142,411.8119983,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-25,31.99685466,22.44685466,85.98107181,454.5234346,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-26,31.01300667,22.01300667,87.48846557,457.300237,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-27,30.29438784,20.73438784,87.64313502,393.4934571,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-28,32.07002942,20.18002942,77.04886818,497.4988606,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-29,34.02969881,21.96969881,74.52151242,475.8445543,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-30,33.19987852,21.31987852,78.69065911,494.5762164,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2018-12-31,33.1914308,20.2414308,77.51219981,509.050093,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-01,30.39597076,20.94597076,88.00809339,425.0102087,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-01,31.97065662,20.41065662,79.04449365,453.5434824,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-03-01,32.59367748,20.86367748,80.91876156,459.3028641,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-04-01,33.0955474,22.0355474,81.63338518,493.8379464,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-05-01,31.06219265,20.56219265,83.92532048,443.9965133,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-06-01,30.73799354,21.62799354,87.65739015,417.5571966,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-07-01,31.91101324,20.97101324,80.05471243,483.3684777,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-08-01,28.20808267,19.81808267,83.81965729,310.2404442,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-09-01,34.36643687,19.58643687,69.77814583,503.7306711,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-10-01,33.33761887,20.83761887,77.80357105,509.1953531,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-11-01,32.19044277,22.14044277,84.97320679,474.8998084,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-12-01,30.54095994,22.48095994,88.05444417,383.9395799,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-13,33.65970443,21.10970443,76.60277374,499.9444419,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-14,34.71215403,23.15215403,74.5871267,469.9089305,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-15,32.85333398,21.68333398,82.09555003,510.7522114,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-16,33.52222493,20.36222493,70.95962809,520.1449573,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-17,33.42271411,21.53271411,80.00650219,467.7917768,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-18,30.69827277,20.97827277,84.39812401,421.8638049,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-19,32.02949271,21.30949271,82.80951682,480.5387039,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-20,31.80136161,21.02136161,79.97291865,472.0702938,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-21,30.40146599,21.45146599,88.11989378,442.3435053,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-22,33.22782249,20.67782249,80.27064662,509.0340277,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-23,32.41234038,20.85234038,81.6322515,474.2016228,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-24,32.81471029,20.59471029,81.22700689,476.250285,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-25,29.443866,21.723866,90.27304115,356.2798768,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-26,29.1312344,19.9112344,84.96821956,356.9871368,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-27,34.15285655,20.82285655,72.65848875,492.3590095,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-28,34.03147232,20.26147232,71.66159918,507.8116252,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-29,33.96363821,21.46363821,74.62822917,509.2068032,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-30,35.41327652,20.47327652,65.91690857,497.0003672,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-31,27.78,25.17,52.67,378.6113845,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-02,28.0,22.33,49.21,321.1987699,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-02,29.28,23.22,52.38,330.0209904,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-03-02,30.67,24.44,50.67,356.2317354,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-04-02,30.22,25.44,45.17,349.8074258,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-05-02,28.89,25.11,46.04,345.059735,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-06-02,28.78,24.72,45.29,333.4595477,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-07-02,28.67,25.33,47.33,370.3472188,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-08-02,28.83,25.56,48.19,358.287126,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-09-02,26.50802447,23.23802447,90.65988913,257.7277054,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-10-02,25.71435846,22.44435846,93.97992486,193.1970925,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-11-02,32.58570744,20.97570744,78.22536529,474.9035439,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-12-02,32.58806461,22.80806461,83.80879609,488.3239284,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-13,32.96791122,20.29791122,75.52348691,518.1866856,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-14,37.5811504,23.3111504,63.0270919,503.7545967,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-15,31.47657427,21.81657427,86.25384869,470.2800562,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-16,33.60603394,21.88603394,74.91101087,487.1963886,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-17,34.49235095,22.33235095,75.12788005,469.0673184,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-18,35.38284303,25.21284303,69.12036881,411.5200401,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-19,33.15653591,21.93653591,81.05405491,493.4905201,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-20,34.69692579,26.02692579,69.82716611,362.4293507,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-21,32.14034992,22.19034992,84.40084589,462.6563621,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-22,31.09103605,21.64103605,86.04644705,445.8942862,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-23,27.31691487,21.65691487,88.9715469,252.242514,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-24,37.01410095,22.68410095,64.78490361,505.3901661,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-25,34.43731384,22.49731384,75.07961952,471.9810106,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-26,33.3561907,21.8561907,81.81387377,506.58998,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-27,31.29227417,21.79227417,86.8433134,440.0337836,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-28,32.49025275,20.71025275,77.89946772,474.7657992,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-01-03,31.48771742,22.54771742,89.96166374,353.2731261,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-02-03,34.75488044,22.80488044,74.77782574,482.3998183,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-03-03,33.93584367,20.49584367,74.64480628,487.040683,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-04-03,31.72315556,20.83315556,82.65981967,456.279246,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-05-03,33.43348386,21.54348386,78.70166706,490.1197323,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-06-03,34.78670972,23.12670972,75.53384329,464.6600027,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-07-03,36.64501846,23.20501846,65.5597576,490.3108722,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-08-03,31.93295868,26.04295868,74.79692194,345.6797654,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-09-03,36.20494781,25.31494781,68.64803979,421.5204235,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-10-03,33.95833713,24.23833713,76.54925571,418.2219268,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-11-03,34.19845178,25.25845178,71.93954466,339.8205429,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-12-03,30.80937422,26.30937422,75.58831012,337.5116965,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-03-13,28.52033334,24.02033334,90.74534355,250.1423472,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-03-14,30.3930619,24.0030619,88.52247026,346.2476073,-72.5013,5.1399,SI
49-FED_AGUAZUL_EL_PALMAR,2019-03-15,32.96191471,22.02191471,77.8259312,473.5021214,-72.5013,5.1399,SI
