Date	Rain	TMAX	TMIN	RHUM	ESOL	Mes	A?	Modif	X	Y	ESTACION	NOMBRE_ESTACION
09/07/2013	3.20	29.00	21.28	96.04	319.95	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
10/07/2013	0.80	30.00	22.67	89.67	413.93	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
11/07/2013	0.00	30.39	22.06	89.38	428.46	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
12/07/2013	26.60	30.22	21.22	92.25	437.41	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
13/07/2013	0.20	30.56	22.17	92.25	463.64	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
14/07/2013	86.20	31.06	21.28	89.96	363.12	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
15/07/2013	3.40	29.06	22.61	91.33	466.31	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
16/07/2013	3.40	29.72	22.67	91.38	415.75	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
17/07/2013	14.00	30.78	22.11	90.50	360.67	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
18/07/2013	0.00	27.61	21.78	91.78	325.25	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
19/07/2013	1.40	28.72	21.72	88.59	454.75	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
20/07/2013	4.20	30.28	22.56	89.70	312.15	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
21/07/2013	0.00	30.83	21.17	88.12	432.50	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
22/07/2013	2.80	27.67	20.94	95.21	199.74	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
23/07/2013	0.20	29.78	20.11	89.38	544.81	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
24/07/2013	38.20	29.76	21.50	97.00	264.99	julio	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
25/07/2013	9.20	28.83	20.67	94.57	294.13	julio	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
26/07/2013	1.00	29.06	22.06	90.00	330.78	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
27/07/2013	0.40	29.61	22.33	88.92	412.13	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
28/07/2013	0.20	30.50	22.00	90.38	450.83	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
29/07/2013	3.40	28.22	21.50	94.12	302.93	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
30/07/2013	1.00	28.17	21.00	96.64	265.71	julio	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
31/07/2013	0.00	29.50	21.61	88.75	545.59	julio	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
01/08/2013	0.00	30.06	21.17	86.54	491.75	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
02/08/2013	0.00	31.78	22.67	85.17	537.50	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
03/08/2013	4.00	31.72	20.83	86.26	612.19	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
04/08/2013	0.20	28.11	22.06	94.88	331.82	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
05/08/2013	0.20	30.89	23.11	88.25	483.06	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
06/08/2013	1.80	31.22	23.94	88.67	527.27	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
07/08/2013	10.20	28.78	23.44	95.33	238.79	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
08/08/2013	13.00	29.56	21.78	92.50	389.08	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
09/08/2013	0.00	31.33	23.33	88.71	349.83	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
10/08/2013	0.00	31.17	22.78	88.57	503.64	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
11/08/2013	0.00	31.68	23.12	80.83	444.80	agosto	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
12/08/2013	0.25	30.24	24.52	89.06	396.63	agosto	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
13/08/2013	0.00	30.80	23.02	87.87	422.90	agosto	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
14/08/2013	0.00	25.00	22.61	93.33	279.02	agosto	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
15/08/2013	0.00	31.28	22.44	89.00	492.86	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
16/08/2013	0.40	30.61	21.28	87.04	547.82	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
17/08/2013	0.40	28.72	22.61	91.00	292.69	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
18/08/2013	0.00	30.39	22.72	89.33	400.52	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
19/08/2013	0.00	30.22	22.33	87.21	456.23	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
20/08/2013	0.00	29.83	22.61	88.79	397.61	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
21/08/2013	45.80	30.50	22.00	93.79	331.65	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
22/08/2013	0.20	31.78	22.11	86.96	575.33	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
23/08/2013	0.80	30.50	22.33	93.21	316.94	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
24/08/2013	0.20	31.50	22.50	90.96	413.08	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
25/08/2013	19.60	31.39	21.33	94.54	279.28	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
26/08/2013	0.40	28.11	20.78	93.50	316.09	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
27/08/2013	0.00	28.83	21.94	90.62	329.51	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
28/08/2013	0.00	30.17	22.78	88.67	521.51	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
29/08/2013	10.40	26.00	21.28	91.17	263.28	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
30/08/2013	0.20	26.50	21.56	91.62	238.60	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
31/08/2013	0.00	29.83	21.11	91.00	370.08	agosto	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
01/09/2013	0.00	32.94	22.06	86.67	578.42	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
02/09/2013	0.20	33.94	21.61	84.46	592.02	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
03/09/2013	12.40	28.50	21.94	93.75	232.08	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
04/09/2013	16.00	31.17	22.17	94.96	320.47	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
05/09/2013	0.00	29.33	22.06	92.88	309.30	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
06/09/2013	0.40	31.22	22.33	87.92	561.56	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
07/09/2013	0.00	31.50	22.00	89.88	449.63	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
08/09/2013	1.60	31.56	22.39	90.67	496.66	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
09/09/2013	13.60	28.78	22.39	93.67	396.39	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
10/09/2013	0.00	31.11	21.94	87.38	601.99	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
11/09/2013	0.00	31.83	23.06	86.83	553.50	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
12/09/2013	0.00	33.67	22.44	85.67	593.90	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
13/09/2013	0.00	33.17	22.39	83.08	598.21	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
14/09/2013	23.20	29.83	22.33	93.54	215.22	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
15/09/2013	8.60	31.00	21.22	94.42	300.35	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
16/09/2013	0.20	31.50	21.72	89.75	436.90	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
17/09/2013	20.80	27.00	21.83	97.00	235.77	septiembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
18/09/2013	8.40	30.28	22.83	93.50	448.41	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
19/09/2013	3.40	30.33	22.39	91.50	347.64	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
20/09/2013	0.00	31.61	21.50	86.12	604.74	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
21/09/2013	1.00	32.00	23.00	86.79	584.02	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
22/09/2013	0.00	32.78	22.67	87.62	568.19	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
23/09/2013	0.00	33.44	22.78	86.62	557.02	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
24/09/2013	0.20	33.00	22.28	84.33	560.80	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
25/09/2013	3.60	31.17	21.72	88.96	563.55	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
26/09/2013	0.00	30.22	22.94	89.58	548.58	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
27/09/2013	18.40	30.72	22.44	88.12	483.58	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
28/09/2013	0.00	32.11	22.67	87.12	502.07	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
29/09/2013	1.00	26.89	21.72	92.88	294.94	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
30/09/2013	0.00	32.56	20.78	84.92	490.55	septiembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
01/10/2013	0.00	30.22	22.39	90.79	380.23	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
02/10/2013	0.20	31.28	21.78	87.38	542.66	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
03/10/2013	0.40	32.72	22.78	84.92	563.63	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
04/10/2013	13.60	32.15	21.28	97.00	168.70	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
05/10/2013	0.20	32.00	20.06	87.38	599.49	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
06/10/2013	0.00	33.44	21.44	83.96	576.55	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
07/10/2013	3.20	31.72	22.61	92.62	308.35	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
08/10/2013	0.40	29.67	23.06	92.08	387.89	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
09/10/2013	0.00	32.17	21.50	86.58	580.32	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
10/10/2013	0.00	32.06	21.83	84.67	508.26	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
11/10/2013	0.00	31.28	22.56	87.08	393.13	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
12/10/2013	0.00	32.28	22.56	88.12	397.50	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
13/10/2013	0.60	30.72	22.56	89.79	408.85	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
14/10/2013	0.20	28.06	22.61	95.17	236.12	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
15/10/2013	0.00	30.94	22.72	88.83	476.19	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
16/10/2013	3.00	30.67	22.33	91.96	333.96	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
17/10/2013	0.20	30.11	21.67	90.17	365.95	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
18/10/2013	0.00	31.56	21.56	86.75	521.32	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
19/10/2013	0.00	32.61	21.61	83.17	588.06	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
20/10/2013	12.60	31.61	21.89	92.96	296.38	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
21/10/2013	0.20	31.83	21.17	90.92	470.16	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
22/10/2013	0.00	31.89	20.50	89.54	347.81	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
23/10/2013	8.40	27.17	21.22	97.42	246.55	octubre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
24/10/2013	0.00	32.28	21.11	85.46	559.25	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
25/10/2013	0.00	33.22	19.67	83.54	560.04	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
26/10/2013	0.00	32.56	21.67	87.54	517.38	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
27/10/2013	0.00	32.00	21.56	86.25	537.23	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
28/10/2013	0.00	32.44	21.39	88.25	424.81	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
29/10/2013	0.00	32.06	23.17	89.17	505.25	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
30/10/2013	0.20	31.89	22.50	86.83	466.04	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
31/10/2013	32.00	30.94	22.50	87.42	479.64	octubre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
01/11/2013	0.60	30.89	21.56	87.33	559.93	noviembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
02/11/2013	0.20	31.56	22.94	86.54	467.94	noviembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
03/11/2013	7.00	31.83	22.67	87.46	455.39	noviembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
04/11/2013	30.00	31.85	22.39	97.50	286.07	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
05/11/2013	0.40	30.39	22.56	90.67	522.54	noviembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
06/11/2013	0.20	31.22	22.72	88.88	501.47	noviembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
07/11/2013	37.80	31.00	21.89	91.12	395.87	noviembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
08/11/2013	2.80	30.67	22.17	90.46	435.19	noviembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
09/11/2013	0.20	31.78	22.83	87.05	612.47	noviembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
10/11/2013	0.00	32.49	22.27	84.29	528.77	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
11/11/2013	0.00	32.96	22.85	71.06	495.12	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
12/11/2013	0.00	31.47	22.74	82.69	459.62	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
13/11/2013	4.00	31.48	23.59	81.85	429.98	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
14/11/2013	7.90	29.05	22.94	89.89	299.13	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
15/11/2013	11.40	30.05	21.99	84.08	421.22	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
16/11/2013	0.00	30.27	22.22	79.72	396.83	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
17/11/2013	0.00	31.75	22.75	81.01	457.47	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
18/11/2013	31.70	31.67	22.40	82.77	466.33	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
19/11/2013	6.00	30.95	22.01	85.70	481.71	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
20/11/2013	0.00	30.46	22.23	75.02	490.23	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
21/11/2013	0.00	29.70	20.87	83.59	419.52	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
22/11/2013	0.00	32.07	21.96	80.05	491.02	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
23/11/2013	1.60	30.98	21.87	85.80	471.30	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
24/11/2013	0.90	30.30	22.41	80.22	385.83	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
25/11/2013	0.80	30.96	22.52	82.66	433.27	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
26/11/2013	6.90	27.54	20.04	85.53	344.39	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
27/11/2013	1.20	30.86	21.92	85.29	464.85	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
28/11/2013	37.80	27.65	19.76	75.93	300.94	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
29/11/2013	0.60	30.70	22.47	84.25	437.91	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
30/11/2013	0.00	30.77	21.60	85.58	459.42	noviembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
01/12/2013	0.00	31.79	21.46	82.33	480.21	diciembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
02/12/2013	0.00	31.53	21.31	82.54	524.15	diciembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
03/12/2013	0.00	29.83	22.89	92.53	171.51	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
04/12/2013	0.00	32.28	22.44	82.82	572.11	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
05/12/2013	0.00	32.89	22.00	84.30	549.66	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
06/12/2013	0.00	32.28	21.39	83.83	488.30	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
07/12/2013	0.00	31.44	20.56	85.00	526.83	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
08/12/2013	0.00	31.67	20.50	82.46	357.61	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
09/12/2013	0.00	32.44	20.72	80.12	507.15	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
10/12/2013	0.00	32.83	21.06	81.79	476.62	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
11/12/2013	8.40	32.17	22.44	87.08	412.30	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
12/12/2013	3.20	30.61	21.00	86.75	527.37	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
13/12/2013	0.00	30.67	20.94	83.25	559.34	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
14/12/2013	0.00	31.17	20.67	80.71	497.51	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
15/12/2013	0.00	31.11	23.11	80.33	538.02	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
16/12/2013	0.00	32.11	22.61	80.21	404.56	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
17/12/2013	0.00	31.33	23.44	80.17	456.50	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
18/12/2013	0.00	32.28	20.11	76.50	550.56	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
19/12/2013	0.00	32.11	21.89	71.12	553.66	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
20/12/2013	0.00	31.61	17.72	72.29	575.33	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
21/12/2013	0.00	31.83	17.61	73.83	555.72	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
22/12/2013	0.00	31.78	20.39	76.50	422.10	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
23/12/2013	0.00	31.00	20.83	82.25	278.95	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
24/12/2013	0.00	33.28	19.44	77.33	529.25	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
25/12/2013	0.00	32.61	21.11	76.67	520.48	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
26/12/2013	0.00	33.39	21.94	74.75	529.16	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
27/12/2013	0.00	33.00	19.89	71.22	537.30	diciembre	2013	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
28/12/2013	0.00	33.44	21.94	75.79	536.39	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
29/12/2013	0.00	33.83	19.72	72.83	552.20	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
30/12/2013	0.00	32.94	20.72	74.17	542.58	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
31/12/2013	0.00	32.22	21.00	76.50	544.21	diciembre	2013	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
01/01/2014	0.00	32.17	19.50	75.67	550.21	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
02/01/2014	0.00	33.17	19.67	75.38	487.97	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
03/01/2014	0.00	32.28	21.33	73.21	485.83	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
04/01/2014	0.00	33.72	20.06	72.54	518.58	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
05/01/2014	0.00	32.22	22.89	77.42	440.84	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
06/01/2014	0.00	32.28	21.39	76.33	432.69	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
07/01/2014	0.00	32.50	21.33	73.95	381.98	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
08/01/2014	0.00	31.17	20.17	74.21	556.41	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
09/01/2014	0.00	27.78	18.06	79.54	170.00	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
10/01/2014	0.00	32.00	22.00	59.29	480.20	enero	2014	SI	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
11/01/2014	0.00	31.83	16.56	79.58	405.68	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
12/01/2014	0.00	32.61	23.06	60.27	555.31	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
13/01/2014	0.00	33.67	18.72	68.58	507.50	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
14/01/2014	0.00	34.17	18.11	68.62	534.14	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
15/01/2014	0.00	33.61	20.33	69.96	554.53	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
16/01/2014	0.00	33.78	19.44	72.67	533.21	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
17/01/2014	0.00	34.17	19.50	71.04	530.01	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
18/01/2014	0.80	34.00	22.89	73.25	423.40	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
19/01/2014	0.00	34.22	23.61	67.71	459.76	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
20/01/2014	0.00	33.17	21.56	69.29	518.41	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
21/01/2014	0.00	33.89	23.61	63.96	549.88	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
22/01/2014	0.00	34.50	21.56	64.12	534.57	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
23/01/2014	0.00	35.00	21.06	63.58	552.71	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
24/01/2014	0.00	34.22	19.67	66.92	561.67	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
25/01/2014	0.00	33.83	23.00	65.08	521.43	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
26/01/2014	0.00	33.39	21.83	64.50	543.94	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
27/01/2014	0.00	33.83	19.89	66.83	545.92	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
28/01/2014	0.00	34.22	20.78	65.42	569.41	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
29/01/2014	0.00	33.44	22.50	66.54	559.69	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
30/01/2014	0.00	32.28	23.11	64.88	555.48	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
31/01/2014	0.00	33.28	22.78	61.33	557.62	enero	2014	NO	-72.21025	5.15669	50	FED_YOPAL_EL_RECREO
