Date	Rain	TMAX	TMIN	RHUM	ESOL	Mes	ANIO	Modif	X	Y	ESTACIO	NOMBRE_ESTACION
12/04/2014	0.0	33.0	22.0	81.9	485.3	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
13/04/2014	0.0	34.0	23.2	83.2	528.4	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
14/04/2014	21.0	34.2	24.0	73.8	366.3	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
15/04/2014	4.2	26.8	21.0	95.1	234.8	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
16/04/2014	21.7	31.2	22.4	85.9	437.8	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
17/04/2014	5.0	27.0	21.4	88.8	263.8	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
18/04/2014	2.2	31.4	22.0	78.5	400.0	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
19/04/2014	13.0	27.8	22.6	92.5	200.6	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
20/04/2014	0.0	32.2	22.0	79.0	512.2	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
21/04/2014	10.0	27.0	23.0	93.8	239.7	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
22/04/2014	18.0	27.4	22.8	92.5	201.3	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
23/04/2014	28.0	31.8	21.0	71.0	456.2	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
24/04/2014	1.5	29.0	22.0	90.0	330.9	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
25/04/2014	23.0	31.4	22.8	88.1	443.3	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
26/04/2014	1.0	27.2	22.6	94.1	223.7	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
27/04/2014	59.0	32.4	22.8	82.6	489.2	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
28/04/2014	14.0	32.4	22.2	79.3	520.1	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
29/04/2014	7.0	30.2	22.4	85.2	341.4	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
30/04/2014	12.2	33.0	22.4	82.7	474.7	abril	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
01/05/2014	1.0	32.8	22.8	81.1	506.9	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
02/05/2014	0.0	32.4	23.0	81.2	503.0	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
03/05/2014	0.0	33.0	22.0	81.9	485.3	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
04/05/2014	28.0	32.6	22.2	81.1	515.1	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
05/05/2014	0.0	30.6	22.0	79.9	368.5	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
06/05/2014	0.1	32.4	22.0	83.1	517.8	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
07/05/2014	0.2	31.4	23.0	86.5	428.7	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
08/05/2014	58.7	30.0	23.2	86.1	343.6	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
09/05/2014	3.3	28.0	21.0	91.5	259.1	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
10/05/2014	1.0	29.4	22.4	91.0	329.3	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
11/05/2014	4.0	28.6	22.6	91.7	236.0	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
12/05/2014	0.0	31.0	22.2	83.7	411.7	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
13/05/2014	0.0	32.2	22.8	83.5	508.6	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
14/05/2014	1.0	33.0	22.6	85.6	486.9	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
15/05/2014	33.0	30.4	22.4	90.3	370.4	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
16/05/2014	0.0	32.0	21.6	68.2	483.2	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
17/05/2014	51.0	30.8	23.2	79.5	343.5	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
18/05/2014	2.0	32.0	21.8	70.5	467.2	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
19/05/2014	21.2	29.0	23.4	92.4	245.2	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
20/05/2014	0.0	32.6	22.0	84.7	495.7	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
21/05/2014	0.0	33.0	22.8	82.0	475.5	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
22/05/2014	0.0	33.4	23.2	82.4	500.2	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
23/05/2014	0.0	32.8	24.2	84.4	425.3	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
24/05/2014	0.0	34.2	22.8	71.3	507.0	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
25/05/2014	0.0	33.8	21.2	74.9	530.2	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
26/05/2014	25.0	33.2	23.4	81.8	489.5	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
27/05/2014	18.0	28.0	22.4	91.4	240.2	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
28/05/2014	4.2	28.0	21.8	91.4	256.1	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
29/05/2014	0.2	30.4	22.4	90.3	370.4	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
30/05/2014	26.0	30.0	23.0	87.0	358.1	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
31/05/2014	6.0	31.0	22.0	86.3	444.3	mayo	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
01/06/2014	6.6	30.8	22.8	89.3	366.3	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
02/06/2014	21.0	30.6	23.2	83.4	359.5	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
03/06/2014	2.2	31.6	22.6	82.0	430.5	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
04/06/2014	7.6	30.0	23.2	86.1	343.6	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
05/06/2014	4.0	31.0	22.8	87.8	370.6	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
06/06/2014	70.0	31.4	23.0	86.5	428.7	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
07/06/2014	27.0	25.0	22.0	94.5	284.8	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
08/06/2014	4.0	28.4	21.4	79.3	273.1	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
09/06/2014	0.0	31.8	22.0	77.0	453.4	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
10/06/2014	22.2	32.2	23.0	85.5	482.1	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
11/06/2014	0.0	29.4	20.2	87.5	399.8	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
12/06/2014	67.0	30.4	21.8	82.7	365.7	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
13/06/2014	14.0	30.6	21.6	79.9	377.9	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
14/06/2014	0.3	29.6	22.0	82.0	352.0	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
15/06/2014	0.3	27.4	22.0	93.1	226.5	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
16/06/2014	50.0	30.4	22.6	91.1	374.0	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
17/06/2014	12.0	28.2	20.8	92.6	273.2	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
18/06/2014	2.0	27.8	22.0	90.5	246.9	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
19/06/2014	20.0	27.0	21.6	93.5	226.3	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
20/06/2014	0.1	27.6	20.4	83.5	239.4	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
21/06/2014	0.4	27.6	20.8	89.8	257.9	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
22/06/2014	31.0	28.0	22.4	91.4	240.2	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
23/06/2014	1.2	31.0	22.2	83.7	411.7	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
24/06/2014	20.0	29.0	22.8	90.7	292.0	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
25/06/2014	60.0	30.1	22.4	84.7	360.3	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
26/06/2014	0.0	30.0	20.0	86.6	463.6	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
27/06/2014	18.0	32.8	22.6	82.2	498.3	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
28/06/2014	22.1	30.2	21.8	81.2	351.4	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
29/06/2014	13.0	30.8	21.2	83.9	502.3	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
30/06/2014	12.0	27.4	22.0	93.1	226.5	junio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
01/07/2014	15.0	28.4	22.6	92.0	226.1	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
02/07/2014	3.4	29.8	22.0	84.9	365.6	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
03/07/2014	1.0	31.0	21.0	80.3	443.4	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
04/07/2014	6.2	31.6	23.0	86.1	424.9	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
05/07/2014	4.3	31.2	22.0	72.8	401.7	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
06/07/2014	38.0	30.4	22.0	88.0	363.4	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
07/07/2014	24.0	28.8	21.8	89.9	311.9	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
08/07/2014	4.5	25.4	21.0	94.4	264.0	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
09/07/2014	10.5	25.0	21.2	94.3	286.4	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
10/07/2014	2.5	27.0	20.8	94.2	273.0	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
11/07/2014	10.8	25.2	22.0	94.5	286.9	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
12/07/2014	11.0	25.0	21.6	95.3	236.0	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
13/07/2014	2.0	29.0	21.4	69.9	327.2	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
14/07/2014	0.1	29.8	21.0	89.6	365.9	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
15/07/2014	0.5	30.0	21.8	81.9	356.3	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
16/07/2014	6.0	30.4	23.0	89.8	359.2	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
17/07/2014	3.8	30.2	22.0	79.5	341.4	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
18/07/2014	0.0	32.0	21.4	62.3	472.5	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
19/07/2014	16.0	30.8	22.4	89.4	352.4	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
20/07/2014	2.0	27.2	22.0	93.2	224.0	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
21/07/2014	33.0	31.2	21.6	83.5	440.5	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
22/07/2014	20.0	31.0	21.8	81.1	433.5	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
23/07/2014	2.2	28.6	22.2	92.5	272.7	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
24/07/2014	15.0	31.6	22.4	86.2	455.2	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
25/07/2014	0.1	32.4	22.0	83.1	517.8	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
26/07/2014	21.4	29.6	21.6	91.5	358.2	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
27/07/2014	3.4	30.4	21.8	82.7	365.7	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
28/07/2014	0.0	31.6	21.0	81.1	477.6	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
29/07/2014	2.0	28.6	21.4	79.3	273.9	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
30/07/2014	0.0	30.0	21.8	81.9	356.3	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
31/07/2014	0.0	31.2	22.6	86.4	414.8	julio	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
01/08/2014	55.0	30.8	21.6	90.0	432.3	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
02/08/2014	0.0	26.8	20.0	92.9	233.7	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
03/08/2014	0.0	29.8	21.0	89.6	365.9	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
04/08/2014	13.4	31.8	21.2	71.0	454.0	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
05/08/2014	19.0	29.4	22.2	91.2	302.8	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
06/08/2014	1.0	30.0	22.0	80.9	369.2	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
07/08/2014	0.2	30.4	20.6	79.9	417.3	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
08/08/2014	31.0	30.8	21.0	83.6	497.1	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
09/08/2014	5.0	30.0	21.0	89.1	380.2	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
10/08/2014	2.0	29.2	21.8	89.8	322.8	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
11/08/2014	0.0	31.4	21.0	78.0	422.6	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
12/08/2014	0.0	30.4	23.0	89.8	359.2	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
13/08/2014	7.1	30.2	21.6	89.7	342.7	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
14/08/2014	0.0	28.8	20.6	89.8	336.1	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
15/08/2014	38.5	30.6	22.0	79.9	368.5	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
16/08/2014	0.3	29.0	21.0	89.0	351.6	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
17/08/2014	16.0	29.0	22.0	90.0	330.9	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
18/08/2014	0.5	25.0	21.2	94.3	286.4	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
19/08/2014	0.0	28.2	20.6	88.5	289.2	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
20/08/2014	0.0	28.0	21.4	76.4	221.0	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
21/08/2014	0.0	30.4	21.8	82.7	365.7	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
22/08/2014	0.0	31.4	21.4	80.2	427.8	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
23/08/2014	0.0	31.6	22.4	86.2	455.2	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
24/08/2014	15.0	31.6	22.0	72.7	390.3	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
25/08/2014	4.2	29.2	21.4	73.6	349.7	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
26/08/2014	7.2	26.2	21.6	96.4	219.0	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
27/08/2014	0.0	28.2	20.8	92.6	273.2	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
28/08/2014	2.4	26.0	22.0	94.3	232.6	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
29/08/2014	0.0	31.4	20.4	71.0	380.0	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
30/08/2014	0.0	33.0	20.0	74.7	516.2	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
31/08/2014	0.0	33.4	22.0	79.8	517.8	agosto	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
01/09/2014	27.0	33.0	22.0	81.9	485.3	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
02/09/2014	13.0	32.0	22.0	71.9	476.2	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
03/09/2014	68.0	31.2	21.0	77.8	438.7	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
04/09/2014	1.0	31.0	20.0	73.1	443.3	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
05/09/2014	2.2	31.4	22.0	78.5	400.0	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
06/09/2014	123.0	31.8	22.0	77.0	453.4	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
07/09/2014	22.0	26.8	21.4	88.8	279.2	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
08/09/2014	0.0	29.8	21.8	88.0	382.1	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
09/09/2014	7.0	31.8	19.4	64.6	469.3	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
10/09/2014	10.0	29.6	22.0	82.0	352.0	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
11/09/2014	6.0	31.6	21.8	83.1	468.9	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
12/09/2014	2.0	31.8	22.0	77.0	453.4	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
13/09/2014	95.0	32.0	22.8	78.6	478.3	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
14/09/2014	0.0	30.8	21.4	78.6	428.4	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
15/09/2014	0.0	31.6	22.0	72.7	390.3	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
16/09/2014	0.0	32.6	21.8	79.6	507.5	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
17/09/2014	9.0	32.4	23.0	81.2	503.0	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
18/09/2014	0.0	32.8	21.4	80.3	520.5	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
19/09/2014	90.0	31.8	20.8	75.3	457.4	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
20/09/2014	3.5	28.8	21.0	93.1	310.7	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
21/09/2014	1.0	31.0	21.0	80.3	443.4	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
22/09/2014	12.7	31.0	23.0	87.9	357.6	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
23/09/2014	0.0	31.4	20.2	67.6	365.6	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
24/09/2014	0.0	32.4	21.4	73.2	482.8	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
25/09/2014	0.0	33.2	22.0	77.2	478.4	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
26/09/2014	0.0	33.0	21.8	78.8	483.4	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
27/09/2014	0.0	31.6	22.0	72.7	390.3	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
28/09/2014	2.0	32.4	22.0	83.1	517.8	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
29/09/2014	0.0	33.6	20.4	73.3	534.2	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
30/09/2014	0.0	32.8	21.2	77.3	514.4	septiembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
01/10/2014	0.0	32.6	21.8	79.6	507.5	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
02/10/2014	0.4	30.8	22.2	86.1	393.3	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
03/10/2014	0.0	32.8	22.0	80.2	494.8	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
04/10/2014	0.0	32.6	22.4	83.9	520.2	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
05/10/2014	3.2	31.4	23.2	87.8	415.7	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
06/10/2014	31.7	27.8	22.8	91.1	246.8	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
07/10/2014	1.0	30.8	22.4	89.4	352.4	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
08/10/2014	7.2	30.2	22.8	74.6	370.2	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
09/10/2014	4.0	31.0	22.0	86.3	444.3	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
10/10/2014	56.0	25.6	22.2	95.7	216.6	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
11/10/2014	0.0	28.6	20.4	87.9	320.2	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
12/10/2014	2.7	28.8	22.0	87.5	275.3	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
13/10/2014	0.5	29.4	21.8	88.9	359.8	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
14/10/2014	2.0	31.0	22.0	86.3	444.3	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
15/10/2014	0.0	30.0	21.0	89.1	380.2	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
16/10/2014	0.5	31.2	22.0	72.8	401.7	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
17/10/2014	0.2	31.6	21.0	81.1	477.6	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
18/10/2014	0.0	31.8	21.6	77.6	465.4	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
19/10/2014	5.5	30.8	22.6	88.5	386.2	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
20/10/2014	0.1	30.6	21.8	68.3	356.9	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
21/10/2014	0.1	31.8	22.8	86.9	488.6	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
22/10/2014	50.0	26.0	22.0	94.3	232.6	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
23/10/2014	0.0	31.0	20.0	73.1	443.3	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
24/10/2014	2.1	32.6	22.0	84.7	495.7	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
25/10/2014	2.0	29.6	22.8	90.5	326.0	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
26/10/2014	6.0	31.6	22.0	72.7	390.3	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
27/10/2014	4.0	31.4	21.8	85.9	447.6	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
28/10/2014	13.5	28.4	21.2	91.7	274.6	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
29/10/2014	0.5	31.2	21.0	77.8	438.7	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
30/10/2014	0.0	33.0	21.4	79.3	507.9	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
31/10/2014	0.0	32.4	22.0	83.1	517.8	octubre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
01/11/2014	0.0	33.4	21.0	73.7	490.7	noviembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
02/11/2014	0.0	33.0	22.0	81.9	485.3	noviembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
03/11/2014	0.0	33.2	22.4	78.4	495.3	noviembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
04/11/2014	0.0	32.8	22.4	76.6	464.1	noviembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
05/11/2014	0.0	33.4	23.0	81.9	478.3	noviembre	2014	SI	-73.46865	4.26775	16	FED_CUMARAL_BARCELONA
